,label,text
2369,0,If you r @ home then come down within 5 min
1358,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
287,0,Ok..
1275,0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
3355,0,R u sure they'll understand that! Wine * good idea just had a slurp!
694,0,Will purchase d stuff today and mail to you. Do you have a po box number?
4372,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
4617,0,Ü called dad oredi...
4850,0,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
4868,0,Okey dokey swashbuckling stuff what oh.
2496,1,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
2164,0,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
3941,0,Does daddy have a bb now.
5203,0,Me fine..absolutly fine
1125,0,Aiyar sorry lor forgot 2 tell u...
2708,1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
3580,0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
3429,0,Hi darlin did youPhone me? Im atHome if youwanna chat.
2728,0,Whatsup there. Dont u want to sleep
2345,0,Okie...
3248,0,* You gonna ring this weekend or wot?
321,0,"Merry Christmas to you too babe, i love ya *kisses*"
5151,0,No problem with the renewal. I.ll do it right away but i dont know his details.
5218,0,I accidentally brought em home in the box
12,1,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
1471,0,Take some small dose tablet for fever
2935,0,Yup n her fren lor. I'm meeting my fren at 730.
1600,0,"Yeah probably, I still gotta check out with leo"
912,0,I am sorry it hurt you.
5262,0,Did you see that film:)
639,0,"What will we do in the shower, baby?"
4025,0,Wat time ü wan today?
3803,0,No da. I am happy that we sit together na
2110,0,Lara said she can loan me  &lt;#&gt; .
695,0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
3630,0,Should I head straight there or what
1170,0,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
994,0,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
466,0,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
1571,0,No:-)i got rumour that you going to buy apartment in chennai:-)
4099,0,I think just yourself …Thanks and see you tomo
4570,0,At WHAT TIME should i come tomorrow
862,0,Your brother is a genius
3677,0,Hey r ü still online? I've finished the formatting...
2769,0,I am on the way to ur home
2856,0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
1789,0,Arun can u transfr me d amt
860,0,Did he just say somebody is named tampa
2846,0,Will be out of class in a few hours. Sorry
4001,1,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
1737,0,I will come tomorrow di
1369,0,Alright. I'm out--have a good night!
5415,0,You should get more chicken broth if you want ramen unless there's some I don't know about
5134,0,Sday only joined.so training we started today:)
1637,0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
2130,0,Mine here like all fr china then so noisy.
1669,0,"Yes..but they said its IT.,"
1042,0,I'm in class. Will holla later
1483,0,Ok...
5083,0,Aiya we discuss later lar... Pick ü up at 4 is it?
1121,0,Cancel cheyyamo?and get some money back?
1081,0,You tell what happen dont behave like this to me. Ok no need to say
2251,0,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
1175,0,Yay! You better not have told that to 5 other girls either.
2540,0,Hmmm:)how many players selected?
305,1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
3831,0,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
3711,0,ARE YOU IN TOWN? THIS IS V. IMPORTANT
3672,0,Yup. Thk of u oso boring wat.
1456,1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
1701,0,Please ask mummy to call father
1080,0,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
5541,0,Yeah it's jus rite...
3277,0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
1406,0,K..k..any special today?
51,0,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
2670,1,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
3026,0,"What part of ""don't initiate"" don't you understand"
1476,0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
3790,0,"Are you sure you don't mean ""get here, we made you hold all the weed"""
586,0,Tell them u have a headache and just want to use 1 hour of sick time.
914,0,Ok lor but not too early. Me still having project meeting now.
858,0,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
3437,0,If india win or level series means this is record:)
4311,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
3913,1,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
5428,0,You didnt complete your gist oh.
4613,0,Sorry da. I gone mad so many pending works what to do.
4539,0,Dare i ask... Any luck with sorting out the car?
357,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
420,1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
1117,0,Hey... What time is your driving on fri? We go for evaluation on fri?
200,0,"Found it, ENC  &lt;#&gt; , where you at?"
2558,1,This message is brought to you by GMW Ltd. and is not connected to the
1341,0,Might ax well im there.
1665,0,Ü v ma fan...
1802,0,I wanna watch that movie
426,0,Ok. She'll be ok. I guess
3410,0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
238,0,Where are you?when wil you reach here?
1078,0,"Yep, by the pretty sculpture"
403,0,The hair cream has not been shipped.
1807,1,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
2743,0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
271,0,"Come to mu, we're sorting out our narcotics situation"
2564,0,K..k..i'm also fine:)when will you complete the course?
2949,0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
214,0,Yup... How ü noe leh...
3376,0,:) 
2423,0,A bloo bloo bloo I'll miss the first bowl
2809,0,Yes princess! I want to catch you with my big strong hands...
5249,0,"K I'm leaving soon, be there a little after 9"
2673,0,Super msg da:)nalla timing.
2992,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
2746,0,R ü going 4 today's meeting?
1715,0,Yeah I don't see why not
3825,0,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
4655,0,Hope you are having a great day.
3987,0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
124,0,I am going to sao mu today. Will be done only at 12 
129,0,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
2594,0,Tmr timin still da same wat cos i got lesson until 6...
4531,0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
1171,0,"Yeah, we can probably swing by once my roommate finishes up with his girl"
1144,0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
890,0,Wife.how she knew the time of murder exactly
5450,0,Sac needs to carry on:)
3309,0,But i'm surprised she still can guess right lor...
3088,0,So i asked how's anthony. Dad. And your bf
4914,1,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
3417,0,Uhhhhrmm isnt having tb test bad when youre sick
753,0,Dont gimme that lip caveboy
4274,0,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
3707,0,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
2346,0,"Hi this is yijue, can i meet u at 11 tmr?"
5552,0,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
1315,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
3316,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
1089,1,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
621,0,Dear we got  &lt;#&gt;  dollars hi hi
2380,0,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
955,1,Filthy stories and GIRLS waiting for your
947,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
511,0,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
4834,1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
2192,0,Thankyou so much for the call. I appreciate your care.
2088,0,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."
2672,0,"That's cool, I'll come by like  &lt;#&gt; ish"
3932,0,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
212,0,Home so we can always chat
35,0,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
3243,0,Good Morning my Dear........... Have a great &amp; successful day.
4852,0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
5058,0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
2878,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2648,0,"It,,s a taxt massage....tie-pos argh ok! Lool!"
681,0,What is this 'hex' place you talk of? Explain!
891,0,Why do you ask princess?
1644,0,U WILL SWITCH YOUR FONE ON DAMMIT!!
5368,1,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
1376,0,We're finally ready fyi
1854,0,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
88,0,I'm really not up to it still tonight babe
2035,0,Is avatar supposed to have subtoitles
1955,0,Good night. Am going to sleep.
17,0,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
1744,0,I love to wine and dine my lady!
3924,0,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
1267,0,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx."
2415,0,O was not into fps then.
4776,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
1312,0,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
1033,0,HAPPY NEW YEAR MY NO.1 MAN
4540,0,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
161,0,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
2533,0,Yup ok...
2642,1,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
1548,0,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
3021,0,I thank you so much for all you do with selflessness. I love you plenty.
123,1,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
2614,0,Thanks for sending this mental ability question..
3906,1,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
5237,1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
1795,0,How much i gave to you. Morning.
3745,0,Nobody names their penis a girls name this story doesn't add up at all
2996,0,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
4725,1,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
1801,0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
3168,0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
2171,0,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
1201,0,Otherwise had part time job na-tuition..
1143,0,Have you had a good day? Mine was really busy are you up to much tomorrow night?
5556,0,Yes i have. So that's why u texted. Pshew...missing you so much
3836,0,I'm thinking that chennai forgot to come for auction..
2093,0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
4584,1,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
3464,0,i am seeking a lady in the street and a freak in the sheets. Is that you?
697,0,"Aight, you close by or still down around alex's place?"
3017,0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
1505,0,Oh my God. I'm almost home
1710,0,U meet other fren dun wan meet me ah... Muz b a guy rite...
3805,0,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
45,0,No calls..messages..missed calls
4661,0,You call him and tell now infront of them. Call him now.
3446,0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
3184,0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 
2731,0,I havent lei.. Next mon can?
2437,0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
2178,0,Oh k :)why you got job then whats up?
678,0,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
5196,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
4651,0,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
4919,0,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
1618,0,Did u download the fring app?
3892,0,No problem. We will be spending a lot of quality time together...
4773,0,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
2146,1,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
2254,0,Lol enjoy role playing much?
59,0,Yes..gauti and sehwag out of odi series.
2948,0,Leave it. U will always be ignorant.
1091,1,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
3622,0,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
2822,0,Oh god..taken the teeth?is it paining
4118,0,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
870,1,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
3373,0,And now electricity just went out fml.
2451,0,K..give back my thanks.
4399,0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
3691,0,What happen dear tell me
3649,0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
4534,1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
3281,0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
1347,0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
688,0,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
2557,0,Fuck babe ... What happened to you ? How come you never came back?
1029,0,"Lol you forgot it eh ? Yes, I'll bring it in babe"
4378,0,How much is torch in 9ja.
2733,0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
656,0,Tell them the drug dealer's getting impatient
921,0,When u wana see it then
1413,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
1295,0,Aiyah u did ok already lar. E nydc at wheellock?
3843,0,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
5276,0,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
668,0,This pay is  &lt;DECIMAL&gt;  lakhs:)
1006,0,Give me a sec to think think about it
4732,0,K:)eng rocking in ashes:)
2853,0,how tall are you princess?
1243,0,Nobody can decide where to eat and dad wants Chinese
5523,0,Going to join tomorrow.
4335,0,Boo what time u get out? U were supposed to take me shopping today. :(
2284,0,I reach home safe n sound liao...
5117,0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
737,0,Thanks for looking out for me. I really appreciate.
5397,0,That's necessarily respectful
2347,0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
680,0,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
125,0,Ü predict wat time ü'll finish buying?
5304,0,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
5044,0,O ic lol. Should play 9 doors sometime yo
4467,0,Hey u still at the gym?
317,0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
5517,0,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
21,0,I‘m going to try for 2 months ha ha only joking
964,0,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
4192,0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
1182,0,You flippin your shit yet?
4759,1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
2172,0,I wont. So wat's wit the guys
2119,1,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
3000,0,"Oh, then your phone phoned me but it disconnected"
4696,1,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
4227,0,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
3509,0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! "
1317,0,Why nothing. Ok anyway give me treat
1108,0,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
2627,0,Unni thank you dear for the recharge..Rakhesh
1131,0,Howz pain?hope u r fine..
5470,0,I thought slide is enough.
3535,0,Good evening! How are you?
1304,0,I cant pick the phone right now. Pls send a message
3985,0,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
3937,0,They r giving a second chance to rahul dengra.
2359,0,I'll talk to the others and probably just come early tomorrow then
3675,1,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
4424,0,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
2589,0,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
3082,0,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
2048,0,No de. But call me after some time. Ill tell you k
3564,1,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
840,1,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
2531,0,So the sun is anti sleep medicine.
4049,0,Lol or I could just starve and lose a pound by the end of the day.
3238,0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
4554,0,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
961,0,U sure u can't take any sick time?
3060,0,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
5329,0,"Sir, waiting for your letter."
4552,0,Great. Have a safe trip. Dont panic surrender all.
5545,0,Hi its in durban are you still on this number
4263,0,You'll never believe this but i have actually got off at taunton. Wow
4222,0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
3103,0,Even if he my friend he is a priest call him now
2975,0,"I'll text carlos and let you know, hang on"
4623,0,They finally came to fix the ceiling.
4077,1,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
3525,0,Yeah that'd pretty much be the best case scenario
2575,1,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
1524,0,Yup ok thanx...
1858,0,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
4382,0,Mathews or tait or edwards or anderson
1059,0,Tell me they're female :V how're you throwing in? We're deciding what all to get now
4065,0,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
1534,0,Horrible bf... I now v hungry...
2932,0,Hi' Test on  &lt;#&gt; rd ....
264,1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
3030,0,What is your record for one night? :)
4318,0,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
1679,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
5365,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
4180,0,Can ü send me a copy of da report?
1809,0,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
4702,0,I liked the new mobile
2797,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
2098,0,Are you the cutest girl in the world or what
3989,0,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
1217,1,You have 1 new voicemail. Please call 08719181513.
4766,0,if you text on your way to cup stop that should work. And that should be BUS
2908,0,ALRITE
5390,0,Nt joking seriously i told
5053,0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
935,1,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
5420,0,I dont know oh. Hopefully this month.
521,0,But that's on ebay it might be less elsewhere.
3934,0,"Playin space poker, u?"
2393,0,"Thanks da thangam, i feel very very happy dear. I also miss you da."
3523,0,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
4319,0,S...i will take mokka players only:)
3119,0,R u saying i should re order the slippers cos i had to pay for returning it.
2851,0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
243,0,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
1492,1,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
340,0,U calling me right? Call my hand phone...
4345,0,Hi:)did you asked to waheeda fathima about leave?
2915,1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
5353,0,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
388,0,Mm that time you dont like fun
4975,0,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
3627,0,Yeah right! I'll bring my tape measure fri!
3265,0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
42,1,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
1798,0,Can i get your opinion on something first?
3587,1,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
1119,0,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
117,1,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
554,0,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know
3170,0,"Haven't seen my facebook, huh? Lol!"
3723,0,I'm in a movie... Collect car oredi...
2699,1,FROM 88066 LOST £12 HELP
2128,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
67,1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
